CageCode,Description,VendorCode,PreludeKey,ExportDate
84076,CHRIS@SSTERLINGCO.COM,,001!84076,2024-07-09 16:15:44.000
84083,jpost@conwaybeam.com,5.0,001!84083,2024-07-09 16:15:44.000
84146,,104267.0,001!84146,2024-07-09 16:15:44.000
84147,Florina.Hoffer@AlliedTech.com,107443.0,001!84147,2024-07-09 16:15:44.000
84155,brandylaneenterprises@gmail.co,,001!84155,2024-07-09 16:15:44.000
84180,bukh@bukh.dk,109413.0,001!84180,2024-07-09 16:15:44.000
84243,,3759.0,001!84243,2024-07-09 16:15:44.000
84256,MSC & WESCO-DIST 10/18,5.0,001!84256,2024-07-09 16:15:44.000
84276,sales@fei-zyfer.com,5.0,001!84276,2024-07-09 16:15:44.000
84290,psteinke@hytorc.com,105670.0,001!84290,2024-07-09 16:15:44.000
84375,am flour - V# 103443 ktr,104574.0,001!84375,2024-07-09 16:15:44.000
84409,,,001!84409,2024-07-09 16:15:44.000
84411,HiRel_Sales@vishay.com,100595.0,001!84411,2024-07-09 16:15:44.000
84431,MUST USE MARCH ELEC-DON'T USE,,001!84431,2024-07-09 16:15:44.000
84437,info@azachorok.com,,001!84437,2024-07-09 16:15:44.000
84479,info@unbrakousa.com,7266.0,001!84479,2024-07-09 16:15:44.000
844V1,Rod.Mereiros@Hague-Inc.com,112317.0,001!844V1,2024-07-09 16:15:44.000
84501,ROIS MFG / GOVT DIRECT 1/03 bh,393.0,001!84501,2024-07-09 16:15:44.000
84513,DIRECT ONLY,,001!84513,2024-07-09 16:15:44.000
84561,PRESSCO F.253-852-1068 ,5.0,001!84561,2024-07-09 16:15:44.000
84581,,,001!84581,2024-07-09 16:15:44.000
84583,dfitchPBS@GMAIL.COM,7020.0,001!84583,2024-07-09 16:15:44.000
84596,Ramon.Torres@sun.com,,001!84596,2024-07-09 16:15:44.000
84609,WILL NOT QUOTE GOV'T REQUESTS,108159.0,001!84609,2024-07-09 16:15:44.000
84613,info@csunitec.com,5.0,001!84613,2024-07-09 16:15:44.000
84659,kelly.brand@skf.com,100321.0,001!84659,2024-07-09 16:15:44.000
84760,rotexpunch@earthlink.net,105928.0,001!84760,2024-07-09 16:15:44.000
84768,COOPER IND,,001!84768,2024-07-09 16:15:44.000
84801,,6950.0,001!84801,2024-07-09 16:15:44.000
84814,Lkayser@benelliusa.com,,001!84814,2024-07-09 16:15:44.000
84830,ELECTRIC TACHOMETER SOLD TO: ,3947.0,001!84830,2024-07-09 16:15:44.000
84832,E.rodrigues@womack-machine.com,105621.0,001!84832,2024-07-09 16:15:44.000
84849,DIST IS LINMARR,,001!84849,2024-07-09 16:15:44.000
84902,info@graesslin.de,,001!84902,2024-07-09 16:15:44.000
84955,joseph.wilson1@gexpro.com,102050.0,001!84955,2024-07-09 16:15:44.000
84971,Gwerner@ulbi.com,111915.0,001!84971,2024-07-09 16:15:44.000
84987,,,001!84987,2024-07-09 16:15:44.000
84992,,,001!84992,2024-07-09 16:15:44.000
84DD9,,107114.0,001!84DD9,2024-07-09 16:15:44.000
84T51,customerservice@cargoequipment,8328.0,001!84T51,2024-07-09 16:15:44.000
85002,sales@appliedheat.com,,001!85002,2024-07-09 16:15:44.000
85005,luke.rivard@thecrosbygroup.com,,001!85005,2024-07-09 16:15:44.000
85013,KCharles@ceisales.com,4205.0,001!85013,2024-07-09 16:15:44.000
85031,ALLIED NEWWARK DIGIKEY MOUSER,104525.0,001!85031,2024-07-09 16:15:44.000
85072,sales@freshette.com,,001!85072,2024-07-09 16:15:44.000
85097,lwilson@cirsysco.com,5.0,001!85097,2024-07-09 16:15:44.000
85105,BIDDING DIRECT 01/20,103651.0,001!85105,2024-07-09 16:15:44.000
85109,R.DAVIES@TRITOOL.COM,5.0,001!85109,2024-07-09 16:15:44.000
85130,fwilluhn@vacco.com,100027.0,001!85130,2024-07-09 16:15:44.000
851506,,,001!851506,2024-07-09 16:15:44.000
85164,,,001!85164,2024-07-09 16:15:44.000
85181,dist:LVA: mleonard@lvasales.co,,001!85181,2024-07-09 16:15:44.000
85213,CustomercareSAT@cpii.com,5.0,001!85213,2024-07-09 16:15:44.000
85265,Ivy@hydromechanical.com,6227.0,001!85265,2024-07-09 16:15:44.000
85271,,,001!85271,2024-07-09 16:15:44.000
85274,ELISA.BARDOLE@BROWNELLS.COM,8089.0,001!85274,2024-07-09 16:15:44.000
85283,MODINE MFG DISTRIBUTOR:,5.0,001!85283,2024-07-09 16:15:44.000
85323,sales@sunpower-usa.com ,7074.0,001!85323,2024-07-09 16:15:44.000
85336,pqsales@schaffner.com,,001!85336,2024-07-09 16:15:44.000
85371,,6997.0,001!85371,2024-07-09 16:15:44.000
85373,ralph@alcotech.com,5.0,001!85373,2024-07-09 16:15:44.000
85374,turner_sales@cat.com,5.0,001!85374,2024-07-09 16:15:44.000
85411,,1912.0,001!85411,2024-07-09 16:15:44.000
85431,,3428.0,001!85431,2024-07-09 16:15:44.000
85450,ALSO USE WEBSITE FOR V# 101385,104213.0,001!85450,2024-07-09 16:15:44.000
85457,Sales-US@prominent.com,,001!85457,2024-07-09 16:15:44.000
85480,jeff.haas@hella.com,,001!85480,2024-07-09 16:15:44.000
85570,M.WAL@ROYALBRASSANDHOSE.COM,102049.0,001!85570,2024-07-09 16:15:44.000
85578,JREDNOR@YAHOO.COM,2.0,001!85578,2024-07-09 16:15:44.000
85597,sergiot@synnex.com,2846.0,001!85597,2024-07-09 16:15:44.000
85604,TEXTRON,100078.0,001!85604,2024-07-09 16:15:44.000
85639,sonya.vanderwolde@ravenind.com,3861.0,001!85639,2024-07-09 16:15:44.000
85683,,7002.0,001!85683,2024-07-09 16:15:44.000
85688,len.paluch@atlascopco.com,6527.0,001!85688,2024-07-09 16:15:44.000
85757,sales@elno.fr,1551.0,001!85757,2024-07-09 16:15:44.000
85803,SCHNEIDERS (F)818-771-0204,1980.0,001!85803,2024-07-09 16:15:44.000
85814,MUST USE DIST V# 2538 NEWARK,101007.0,001!85814,2024-07-09 16:15:44.000
85884,DO NOT SEND RFQ'S(ELW 8/22/06),110230.0,001!85884,2024-07-09 16:15:44.000
85901,,3197.0,001!85901,2024-07-09 16:15:44.000
85914,RAYOVAC CORP DISTRIBUTOR:,,001!85914,2024-07-09 16:15:44.000
85932,,,001!85932,2024-07-09 16:15:44.000
8594,,,001!8594,2024-07-09 16:15:44.000
85941,pacwestrubber@hotmail.com,,001!85941,2024-07-09 16:15:44.000
85973,sales@bloommfg.com,103694.0,001!85973,2024-07-09 16:15:44.000
85996,SALES@MOUSER.COM 12/17,5.0,001!85996,2024-07-09 16:15:44.000
85D75,Sales@fuelsys.com,,001!85D75,2024-07-09 16:15:44.000
85MV4,dl@hydratech-industries.com,5.0,001!85MV4,2024-07-09 16:15:44.000
85NE1,BEllsworth@siewertequipment.com,,001!85NE1,2024-07-09 16:15:44.000
85YX7,ebarbery@mavencorporation.com,,001!85YX7,2024-07-09 16:15:44.000
86034,BIDS DIRECT 02/19,5.0,001!86034,2024-07-09 16:15:44.000
86035,,,001!86035,2024-07-09 16:15:44.000
86044,sdesai@mct-ind.com,,001!86044,2024-07-09 16:15:44.000
86090,tom.cox@cpii.com,109099.0,001!86090,2024-07-09 16:15:44.000
86107,sales@unitedmet.com,100770.0,001!86107,2024-07-09 16:15:44.000
8613,,,001!8613,2024-07-09 16:15:44.000
86140,,,001!86140,2024-07-09 16:15:44.000
86184,k.krueger@grimstad.com,6732.0,001!86184,2024-07-09 16:15:44.000
86188,post@servi.no,,001!86188,2024-07-09 16:15:44.000
8619,,,001!8619,2024-07-09 16:15:44.000
86192,bziegler@ivesmail.com,,001!86192,2024-07-09 16:15:44.000
86197,,6798.0,001!86197,2024-07-09 16:15:44.000
86227,bjostrand@appsys.com,,001!86227,2024-07-09 16:15:44.000
86228,KBIDDLE@ACUMENT.COM,6756.0,001!86228,2024-07-09 16:15:44.000
86297,#100321 DIST,5.0,001!86297,2024-07-09 16:15:44.000
86301,sales@intertractoramerica.com,100019.0,001!86301,2024-07-09 16:15:44.000
86303,JEFF.JOHNSON@DTIMS.COM,2.0,001!86303,2024-07-09 16:15:44.000
86329,info@famcomachine.com,,001!86329,2024-07-09 16:15:44.000
86337,sales@pulsco.com,,001!86337,2024-07-09 16:15:44.000
86343,,,001!86343,2024-07-09 16:15:44.000
86360,sales@globehardware.com,100521.0,001!86360,2024-07-09 16:15:44.000
86369,,101876.0,001!86369,2024-07-09 16:15:44.000
86376,MATER (F) 630-529-8306,,001!86376,2024-07-09 16:15:44.000
86403,jeff@reimel.com,522.0,001!86403,2024-07-09 16:15:44.000
86420,$$$ ONLINE,7258.0,001!86420,2024-07-09 16:15:44.000
86458,sarah.avalos@nylok.com,8590.0,001!86458,2024-07-09 16:15:44.000
86491,sarah@amlift.com,5.0,001!86491,2024-07-09 16:15:44.000
86577,customersupport.na@excelitas.c,,001!86577,2024-07-09 16:15:44.000
86586,KnowlsonL@hardydiagnostics.com,,001!86586,2024-07-09 16:15:44.000
86700,DOES NOT WISH TO QUOTE 01/17,108879.0,001!86700,2024-07-09 16:15:44.000
86736,,100066.0,001!86736,2024-07-09 16:15:44.000
86760,joseg@seabox.com,,001!86760,2024-07-09 16:15:44.000
86768,Augusta@sonicor.com,1230.0,001!86768,2024-07-09 16:15:44.000
86796,info@centronic.co.uk,,001!86796,2024-07-09 16:15:44.000
86797,tronair@carolinagse.com 01/21,5.0,001!86797,2024-07-09 16:15:44.000
868.1,,,001!868.1,2024-07-09 16:15:44.000
86809,christopher.t.dunham@interconn,4008.0,001!86809,2024-07-09 16:15:44.000
86813,,,001!86813,2024-07-09 16:15:44.000
8683,,,001!8683,2024-07-09 16:15:44.000
86831,jakardos@gmail.com,5.0,001!86831,2024-07-09 16:15:44.000
86835,Kerry.Speyrer@battcables.us,111241.0,001!86835,2024-07-09 16:15:44.000
86887,cnotaro@wems.com,,001!86887,2024-07-09 16:15:44.000
86928,sales@axcontrol.com,6480.0,001!86928,2024-07-09 16:15:44.000
86951,,105701.0,001!86951,2024-07-09 16:15:44.000
86988,SERVICE@MESADIST.COM,,001!86988,2024-07-09 16:15:44.000
86CP7,gil.gomez@inteproate.com,,001!86CP7,2024-07-09 16:15:44.000
87009,gary.murphy@amphenol-tcs.com,453.0,001!87009,2024-07-09 16:15:44.000
87012,,,001!87012,2024-07-09 16:15:44.000
87045,Jniles@jlmetrology.com,100078.0,001!87045,2024-07-09 16:15:44.000
87065,samuelyates59@gmail.com,103232.0,001!87065,2024-07-09 16:15:44.000
87103,MUST USE DIST. SEE NOTES,,001!87103,2024-07-09 16:15:44.000
871590,,,001!871590,2024-07-09 16:15:44.000
8719,,3492.0,001!8719,2024-07-09 16:15:44.000
87213,,,001!87213,2024-07-09 16:15:44.000
87229,tomwuyscik@whitingdoor.com,3021.0,001!87229,2024-07-09 16:15:44.000
87267,bmoore@arc-tech.com,104140.0,001!87267,2024-07-09 16:15:44.000
87286,Datron.Inquiry@L-3com.com,,001!87286,2024-07-09 16:15:44.000
87327,GO TO MILTECH F 514-631-4128,106566.0,001!87327,2024-07-09 16:15:44.000
87334,,3197.0,001!87334,2024-07-09 16:15:44.000
87362,LOCKHEED MARTIN (F) 7192775460,103724.0,001!87362,2024-07-09 16:15:44.000
87373,ar@dynisco.com,8114.0,001!87373,2024-07-09 16:15:44.000
873S4,Quotes@Vanamburghassoc.com,112499.0,001!873S4,2024-07-09 16:15:44.000
87405,3M   OR FASTENAL,8318.0,001!87405,2024-07-09 16:15:44.000
8741,,,001!8741,2024-07-09 16:15:44.000
87446,Info@AiROYAL.com,102201.0,001!87446,2024-07-09 16:15:44.000
874E0,reception@advanexeurope.co.uk,108182.0,001!874E0,2024-07-09 16:15:44.000
87502,rgoins@am-flex.com,,001!87502,2024-07-09 16:15:44.000
87518,customerfirst@c3controls.com,,001!87518,2024-07-09 16:15:44.000
87531,SALES@DITUSA.COM,,001!87531,2024-07-09 16:15:44.000
87541,BELINDA@ALABAMAFLAG.COM,102870.0,001!87541,2024-07-09 16:15:44.000
87566,shane.white@ferguson.com,,001!87566,2024-07-09 16:15:44.000
87570,MatthewGordon@aviationdefence.,101830.0,001!87570,2024-07-09 16:15:44.000
87585,Frank.Mclain@altana.com,5.0,001!87585,2024-07-09 16:15:44.000
87618,,105038.0,001!87618,2024-07-09 16:15:44.000
87627,SSXANDER@HOTMAIL.COM SOL#,,001!87627,2024-07-09 16:15:44.000
87638,HORTON MFG (F)651-361-6806,101463.0,001!87638,2024-07-09 16:15:44.000
87641,Jtorchia@extantaerospace.com,3838.0,001!87641,2024-07-09 16:15:44.000
87669,wpilkovsky@kenteklaserstore.com,102548.0,001!87669,2024-07-09 16:15:44.000
87679,,,001!87679,2024-07-09 16:15:44.000
87690,Jim.Ward@gardnerdenver.com,110534.0,001!87690,2024-07-09 16:15:44.000
876P4,DO NOT USE,5.0,001!876P4,2024-07-09 16:15:44.000
87704,tkrechko@whitcraft.com,,001!87704,2024-07-09 16:15:44.000
87708,sales@elwood.com,5.0,001!87708,2024-07-09 16:15:44.000
87728,,3102.0,001!87728,2024-07-09 16:15:44.000
87732,,103626.0,001!87732,2024-07-09 16:15:44.000
87743,,5.0,001!87743,2024-07-09 16:15:44.000
878032,,,001!878032,2024-07-09 16:15:44.000
87864,,,001!87864,2024-07-09 16:15:44.000
87880,BEN@SUPREMESUPPLYCOMPANY.COM,110348.0,001!87880,2024-07-09 16:15:44.000
878G9,cmiller@wirenetics.com,,001!878G9,2024-07-09 16:15:44.000
87924,,103560.0,001!87924,2024-07-09 16:15:44.000
87946,sales@harpertrucks.com,109379.0,001!87946,2024-07-09 16:15:44.000
87990,,,001!87990,2024-07-09 16:15:44.000
879B2,sales@triseal.com,,001!879B2,2024-07-09 16:15:44.000
87RU8,sales.vacuum@oerlikon.com,,001!87RU8,2024-07-09 16:15:44.000
87ZG1,info@bergco.com,,001!87ZG1,2024-07-09 16:15:44.000
88032,VOSS F.216-447-0933 ,101066.0,001!88032,2024-07-09 16:15:44.000
88033,wfgoeben@eba-d.com,,001!88033,2024-07-09 16:15:44.000
88044,rlopresto@chemringsensors.com,,001!88044,2024-07-09 16:15:44.000
8805,,,001!8805,2024-07-09 16:15:44.000
88052,,102220.0,001!88052,2024-07-09 16:15:44.000
88068,,103500.0,001!88068,2024-07-09 16:15:44.000
88078,OATEY DIST  v#5978 & 00470,,001!88078,2024-07-09 16:15:44.000
88080,kwhite@wbarnoldnj.com,5.0,001!88080,2024-07-09 16:15:44.000
88136,DO NOT USE,2476.0,001!88136,2024-07-09 16:15:44.000
88150, dorothy@vanamburghassoc.com ,,001!88150,2024-07-09 16:15:44.000
88171,moonlite.marine@yahoo.com,111508.0,001!88171,2024-07-09 16:15:44.000
88174,tillluebbehusen@poppelmannusa.,105668.0,001!88174,2024-07-09 16:15:44.000
88177,,7272.0,001!88177,2024-07-09 16:15:44.000
88204,rhite@agmcontainer.com,1042.0,001!88204,2024-07-09 16:15:44.000
88219,neindustrial@hotmail.com,110234.0,001!88219,2024-07-09 16:15:44.000
88233,,,001!88233,2024-07-09 16:15:44.000
88234,inquiries@tag.com,453.0,001!88234,2024-07-09 16:15:44.000
88236,Amy.Kiely@megger.com  SOL#,7259.0,001!88236,2024-07-09 16:15:44.000
88240,,2.0,001!88240,2024-07-09 16:15:44.000
88245,,5936.0,001!88245,2024-07-09 16:15:44.000
88263,,6950.0,001!88263,2024-07-09 16:15:44.000
882686,,,001!882686,2024-07-09 16:15:44.000
88272,EDOVEL@OESX.COM  12/15,6264.0,001!88272,2024-07-09 16:15:44.000
88277,dhobinams@ams-ind.com,,001!88277,2024-07-09 16:15:44.000
8828,,,001!8828,2024-07-09 16:15:44.000
882Q5,glenn@medlabel.com,,001!882Q5,2024-07-09 16:15:44.000
88308,jarvis.williams@terex.com,,001!88308,2024-07-09 16:15:44.000
88309,,621.0,001!88309,2024-07-09 16:15:44.000
88310,BOC GROUP DISTRIBUTOR,5946.0,001!88310,2024-07-09 16:15:44.000
88364,BDESHER@AIRLINEHYD.COM,109.0,001!88364,2024-07-09 16:15:44.000
88367,dale@stilleractions.com,5.0,001!88367,2024-07-09 16:15:44.000
88371,,,001!88371,2024-07-09 16:15:44.000
88379,info@airtighthubs.com,3909.0,001!88379,2024-07-09 16:15:44.000
88416,marsha@glwainc.com,5.0,001!88416,2024-07-09 16:15:44.000
88422,beko.usa@bekousa.com,3459.0,001!88422,2024-07-09 16:15:44.000
88434,,,001!88434,2024-07-09 16:15:44.000
88444,patrick@weckworth.com,109936.0,001!88444,2024-07-09 16:15:44.000
88535,,,001!88535,2024-07-09 16:15:44.000
88594,,,001!88594,2024-07-09 16:15:44.000
88640,customerservice@lowellcorp.com,,001!88640,2024-07-09 16:15:44.000
88663,,,001!88663,2024-07-09 16:15:44.000
88715,JOHN.KELLY@BECKERPUMPS.COM,,001!88715,2024-07-09 16:15:44.000
88725,natool@comcast.net,3324.0,001!88725,2024-07-09 16:15:44.000
88758,angelique@sedirect.net,3175.0,001!88758,2024-07-09 16:15:44.000
88759,info@altextech.com,8592.0,001!88759,2024-07-09 16:15:44.000
88763,erie@choiceonemail.com,,001!88763,2024-07-09 16:15:44.000
88773,info@trimlok.com,2883.0,001!88773,2024-07-09 16:15:44.000
88807,,,001!88807,2024-07-09 16:15:44.000
88818,mpearson@clfd.net,6951.0,001!88818,2024-07-09 16:15:44.000
88829,QUOTE DLA DIRECT 1/2022 JC,103940.0,001!88829,2024-07-09 16:15:44.000
88853,rfq@snowesc.com,1069.0,001!88853,2024-07-09 16:15:44.000
88865,aaccettullo@marketingeast.com,,001!88865,2024-07-09 16:15:44.000
88883,lynne.davis@e-t-a.com,,001!88883,2024-07-09 16:15:44.000
88898,debbie.sanburn@us.abb.com,,001!88898,2024-07-09 16:15:44.000
88900,garypink@heaterwerks.com,5.0,001!88900,2024-07-09 16:15:44.000
88907,cs@110220volts.com,5.0,001!88907,2024-07-09 16:15:44.000
88944,,,001!88944,2024-07-09 16:15:44.000
88945,KAMPI IS DIST - DO NOT USE,5.0,001!88945,2024-07-09 16:15:44.000
88952,CS.Quotes@thermofisher.com &,6266.0,001!88952,2024-07-09 16:15:44.000
89016,bo.yang@hal.hitachi.com,109571.0,001!89016,2024-07-09 16:15:44.000
89020,robert.roloff@turnbull-llc.com,1270.0,001!89020,2024-07-09 16:15:44.000
89022,dennis.wood@surfacepreparation,,001!89022,2024-07-09 16:15:44.000
89063,gsanchez@jerames.com,,001!89063,2024-07-09 16:15:44.000
89073,,109.0,001!89073,2024-07-09 16:15:44.000
89093,dverbeke@alturdyne.com,109003.0,001!89093,2024-07-09 16:15:44.000
89117,GE SUPPLY (F)817-490-5701,5.0,001!89117,2024-07-09 16:15:44.000
89135,SALES@AURORAMM.COM,112293.0,001!89135,2024-07-09 16:15:44.000
89185,jim.kittle@joncoind.com,,001!89185,2024-07-09 16:15:44.000
89199,,,001!89199,2024-07-09 16:15:44.000
892106,,,001!892106,2024-07-09 16:15:44.000
89222,jim.frederick@encore-elec.com,103380.0,001!89222,2024-07-09 16:15:44.000
89244,info@makeentech.com,7162.0,001!89244,2024-07-09 16:15:44.000
89254,,,001!89254,2024-07-09 16:15:44.000
89257,meredithsmith@pactecinc.com,5.0,001!89257,2024-07-09 16:15:44.000
89280,rhonda.camp@viasat.com,5.0,001!89280,2024-07-09 16:15:44.000
89305,WHITE ROCK (F)972-987-7004,103491.0,001!89305,2024-07-09 16:15:44.000
893056,,,001!893056,2024-07-09 16:15:44.000
89307,,8112.0,001!89307,2024-07-09 16:15:44.000
89308,KENNETH.BEAVERS@PRAMAC.COM,,001!89308,2024-07-09 16:15:44.000
89326,adurchin@newterra.com,463.0,001!89326,2024-07-09 16:15:44.000
89338,,5018.0,001!89338,2024-07-09 16:15:44.000
89346,stuartleeman@hiltronicscorp.co,106841.0,001!89346,2024-07-09 16:15:44.000
89357,customerservice@ilww.com,106885.0,001!89357,2024-07-09 16:15:44.000
89372,,,001!89372,2024-07-09 16:15:44.000
89380,eseinc1@sbcglobal.net,3459.0,001!89380,2024-07-09 16:15:44.000
89381,nali@pbearmor.com,109.0,001!89381,2024-07-09 16:15:44.000
89395,cyrus.copenhaver@fellfab.com,8089.0,001!89395,2024-07-09 16:15:44.000
89446,MARINE CORPS(F)229-639-6569,5.0,001!89446,2024-07-09 16:15:44.000
89488,TQUADROS@WARDWELL.COM,,001!89488,2024-07-09 16:15:44.000
89508,,5985.0,001!89508,2024-07-09 16:15:44.000
89513,,101889.0,001!89513,2024-07-09 16:15:44.000
89524,,108616.0,001!89524,2024-07-09 16:15:44.000
89536,Dan.Hagen@NortheastControls.c&,2771.0,001!89536,2024-07-09 16:15:44.000
89564,TITUSVILLETOOL@GMAIL.COM,102201.0,001!89564,2024-07-09 16:15:44.000
89565,MUST USE ADI 05/24,102201.0,001!89565,2024-07-09 16:15:44.000
89574,NO LONGER QUOTING 05/23,,001!89574,2024-07-09 16:15:44.000
89588,th-contact@quest.net,,001!89588,2024-07-09 16:15:44.000
89597,patrick.jennrich@ikonixusa.com,113754.0,001!89597,2024-07-09 16:15:44.000
89619,sales@lablind.com,1692.0,001!89619,2024-07-09 16:15:44.000
89630,orders@3dxtech.com,,001!89630,2024-07-09 16:15:44.000
89638,,106093.0,001!89638,2024-07-09 16:15:44.000
89646,RICH@JAMESDOORCHECK.COM,5.0,001!89646,2024-07-09 16:15:44.000
89657,,103683.0,001!89657,2024-07-09 16:15:44.000
89661,,,001!89661,2024-07-09 16:15:44.000
89691,SALESeE-FINITY.COM,1270.0,001!89691,2024-07-09 16:15:44.000
89709,,3197.0,001!89709,2024-07-09 16:15:44.000
89729,Us.hiab.parts@cargotec.com,103803.0,001!89729,2024-07-09 16:15:44.000
89749,info@purelinkav.com,591.0,001!89749,2024-07-09 16:15:44.000
89762,BID DIRECT 10/18,104124.0,001!89762,2024-07-09 16:15:44.000
89791,OHIO TRAVEL (F)440-498-9811,5.0,001!89791,2024-07-09 16:15:44.000
89846,,2193.0,001!89846,2024-07-09 16:15:44.000
89870,info@usatco.com,8258.0,001!89870,2024-07-09 16:15:44.000
89881,customerservice@alphapointe.or,6498.0,001!89881,2024-07-09 16:15:44.000
89890,cris.hollingsworth@autozone.co,100739.0,001!89890,2024-07-09 16:15:44.000
89893,info@ultra-tcs.com,,001!89893,2024-07-09 16:15:44.000
89917,DIST'S V# 6194 INGRAM MICRO &,103794.0,001!89917,2024-07-09 16:15:44.000
89925,MCONNER@NEWARK.COM,,001!89925,2024-07-09 16:15:44.000
89926,info@wilner-greene.com  1/21,68.0,001!89926,2024-07-09 16:15:44.000
89939,sales@marineelectricsystems.co,,001!89939,2024-07-09 16:15:44.000
89944,KOESTER ASSOC F.315)697-3888,4186.0,001!89944,2024-07-09 16:15:44.000
89946,russ@TEAheadsets.com,5.0,001!89946,2024-07-09 16:15:44.000
89954,charlie@advpack.com,,001!89954,2024-07-09 16:15:44.000
89990,JIMBESI@WESCO.COM ,,001!89990,2024-07-09 16:15:44.000
899J0,info@g-tek.se,,001!899J0,2024-07-09 16:15:44.000
89N91,ivan.paz@rolls-royce.com,,001!89N91,2024-07-09 16:15:44.000
8A015,,,001!8A015,2024-07-09 16:15:44.000
8A026,gsa@adorama.com,,001!8A026,2024-07-09 16:15:44.000
8A1P5,bruce@colemanequip.com,5.0,001!8A1P5,2024-07-09 16:15:44.000
8A218,sales@stratag-llc.com,4010.0,001!8A218,2024-07-09 16:15:44.000
8A246,sales@milpower.com,,001!8A246,2024-07-09 16:15:44.000
8A287,thecasterstore@aol.com,5.0,001!8A287,2024-07-09 16:15:44.000
8A2K5,OUT OF BUSINESS,1270.0,001!8A2K5,2024-07-09 16:15:44.000
8A2L5,,106676.0,001!8A2L5,2024-07-09 16:15:44.000
8A310,,3248.0,001!8A310,2024-07-09 16:15:44.000
8A339,,963.0,001!8A339,2024-07-09 16:15:44.000
8A3M9,carpenter@thermalcircuits.com,,001!8A3M9,2024-07-09 16:15:44.000
8A459,sales@randolphaustin.com,,001!8A459,2024-07-09 16:15:44.000
8A516,SalesNY@SeacoastUSA.com,,001!8A516,2024-07-09 16:15:44.000
8A549,denise.squadrito@kaman.com,,001!8A549,2024-07-09 16:15:44.000
8A623,ORDERS@BB-ELEC.COM,3832.0,001!8A623,2024-07-09 16:15:44.000
8A634,jneville@aepetsche.com,,001!8A634,2024-07-09 16:15:44.000
8A790,sales.transformersolutions@aqg,5.0,001!8A790,2024-07-09 16:15:44.000
8A7P7,bhoffman@xtoinc.com,105521.0,001!8A7P7,2024-07-09 16:15:44.000
8A7T0,perkinsparts@clarkepsi.com,102708.0,001!8A7T0,2024-07-09 16:15:44.000
8A810,,104347.0,001!8A810,2024-07-09 16:15:44.000
8A8A5,delford@warwick.net,,001!8A8A5,2024-07-09 16:15:44.000
8A8Q4,jgarland@garlandmfg.com,110763.0,001!8A8Q4,2024-07-09 16:15:44.000
8A932,GASES PLUS (F)307-672-6285,,001!8A932,2024-07-09 16:15:44.000
8A969,info@northcoastseal.com,,001!8A969,2024-07-09 16:15:44.000
8ABX9,donp@fowlerprecision.com,,001!8ABX9,2024-07-09 16:15:44.000
8AES8,CHEYENNE@IPTSB.COM,5.0,001!8AES8,2024-07-09 16:15:44.000
8AGU2,kjones@thomco.biz,6876.0,001!8AGU2,2024-07-09 16:15:44.000
8AM52,DUTCH VALLEY - DON'T BOTHER,,001!8AM52,2024-07-09 16:15:44.000
8AME4,,3197.0,001!8AME4,2024-07-09 16:15:44.000
8AMP8,tmitcheltr@incora.com,5.0,001!8AMP8,2024-07-09 16:15:44.000
8AMX9,coleman@colemanmw.com,1178.0,001!8AMX9,2024-07-09 16:15:44.000
8AWN6,rlane@systelusa.com,,001!8AWN6,2024-07-09 16:15:44.000
8B0V2,govsales@usa-spirit.com,,001!8B0V2,2024-07-09 16:15:44.000
8B4E5,info@sanmina-sci.com,5.0,001!8B4E5,2024-07-09 16:15:44.000
8B573,,3197.0,001!8B573,2024-07-09 16:15:44.000
8B659,COLT CANADA F.(519) 893-8744,102397.0,001!8B659,2024-07-09 16:15:44.000
8B676,,,001!8B676,2024-07-09 16:15:44.000
8B6Y9,Jerrid.Otis@grainger.com,5.0,001!8B6Y9,2024-07-09 16:15:44.000
8B805,fmillet@schottel.com,102680.0,001!8B805,2024-07-09 16:15:44.000
8B840,,102623.0,001!8B840,2024-07-09 16:15:44.000
8B865,rceolin@cicaccess.com,,001!8B865,2024-07-09 16:15:44.000
8B898,GOVT DIRECT,5.0,001!8B898,2024-07-09 16:15:44.000
8B970,sales@avcomm.com,2146.0,001!8B970,2024-07-09 16:15:44.000
8BGY9,sales@BATlite.lighting,5.0,001!8BGY9,2024-07-09 16:15:44.000
8BM43,tom@cbsfasteners.com,,001!8BM43,2024-07-09 16:15:44.000
8BN44,CBarbuto@unitedautosupply.com,5.0,001!8BN44,2024-07-09 16:15:44.000
8BXN8,BAE SYSTEMS (F)256-235-9691,5.0,001!8BXN8,2024-07-09 16:15:44.000
8BZZ1,USE DIST. 8438 -MIRAJ,5.0,001!8BZZ1,2024-07-09 16:15:44.000
8C271,sales@q-tech.com,909.0,001!8C271,2024-07-09 16:15:44.000
8C280,karl.ragno@lesjoforsab.com,,001!8C280,2024-07-09 16:15:44.000
8C487,UME (F) 415-883-1711,,001!8C487,2024-07-09 16:15:44.000
8CL60,MKC ELECTRONICS  QUOTES DIRECT,5.0,001!8CL60,2024-07-09 16:15:44.000
8D036,midmix@outdrs.net,6016.0,001!8D036,2024-07-09 16:15:44.000
8D130,troberts@draftco.us,5.0,001!8D130,2024-07-09 16:15:44.000
8D136,JACOBS MFG (F) 860-243-7609,,001!8D136,2024-07-09 16:15:44.000
8D304,,3197.0,001!8D304,2024-07-09 16:15:44.000
